file_path;concept_name;pattern;match_type;matched_text;similarity_score
amazon-braket-examples/Quantum_Fourier_Transform.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000
amazon-braket-examples/Quantum_Fourier_Transform.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000
amazon-braket-examples/Quantum_Fourier_Transform.py;/classiq/open_library.functions.qft_functions.qft_no_swap;Basis Change;summary;!/usr/bin/env python coding: utf-8 QUANTUM FOURIER TRANSFORM In this tutorial, we provide a detailed implementation of the Quantum Fourier Transform (...;0.6952
amazon-braket-examples/Quantum_Fourier_Transform.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;summary;!/usr/bin/env python coding: utf-8 QUANTUM FOURIER TRANSFORM In this tutorial, we provide a detailed implementation of the Quantum Fourier Transform (...;0.7039
amazon-braket-examples/Quantum_Fourier_Transform.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 QUANTUM FOURIER TRANSFORM In this tutorial, we provide a detailed implementation of the Quantum Fourier Transform (...;0.7610
amazon-braket-examples/Quantum_Fourier_Transform.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 QUANTUM FOURIER TRANSFORM In this tutorial, we provide a detailed implementation of the Quantum Fourier Transform (...;0.6971
amazon-braket-examples/Quantum_Fourier_Transform.py;/classiq/open_library.functions.qsvt.qsvt;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 QUANTUM FOURIER TRANSFORM In this tutorial, we provide a detailed implementation of the Quantum Fourier Transform (...;0.6812
amazon-braket-examples/Quantum_Fourier_Transform.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;summary;!/usr/bin/env python coding: utf-8 QUANTUM FOURIER TRANSFORM In this tutorial, we provide a detailed implementation of the Quantum Fourier Transform (...;0.6509
amazon-braket-examples/Error_Mitigation_on_Amazon_Braket.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Error mitigation on Amazon Braket In this example notebook, you will learn how to get started with using IonQ's Ari...;0.6878
amazon-braket-examples/Error_Mitigation_on_Amazon_Braket.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Error mitigation on Amazon Braket In this example notebook, you will learn how to get started with using IonQ's Ari...;0.7236
amazon-braket-examples/Error_Mitigation_on_Amazon_Braket.py;/pennylane/pennylane.templates.subroutines.qmc.QuantumMonteCarlo;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 Error mitigation on Amazon Braket In this example notebook, you will learn how to get started with using IonQ's Ari...;0.6537
amazon-braket-examples/0_Intro_to_Dynamic_Circuits_on_IQM.py;/qiskit/qiskit.circuit.library.iqp.random_iqp;Circuit Construction Utility;summary;!/usr/bin/env python coding: utf-8 Introduction to Dynamic Circuits with Amazon Braket on IQM Garnet In this notebook we introduce experimental dynami...;0.6529
amazon-braket-examples/Using_the_tensor_network_simulator_TN1.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000
amazon-braket-examples/Using_the_tensor_network_simulator_TN1.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000
amazon-braket-examples/Using_the_tensor_network_simulator_TN1.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000
amazon-braket-examples/2_parallel_simulations.py;/qiskit/qiskit.circuit.library.data_preparation.initializer.Initialize;Initialization;name;initialize;1.0000
amazon-braket-examples/Simons_Algorithm.py;/classiq/open_library.functions.modular_exponentiation.c_modular_multiply;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Simon's Algorithm **Abstract:** We study a quantum algorithm known as Simon's algorithm, which provided the first e...;0.6931
amazon-braket-examples/Simons_Algorithm.py;/classiq/open_library.functions.modular_exponentiation.inplace_c_modular_multiply;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Simon's Algorithm **Abstract:** We study a quantum algorithm known as Simon's algorithm, which provided the first e...;0.6586
amazon-braket-examples/Grover.py;/qiskit/qiskit.circuit.library.data_preparation.initializer.Initialize;Initialization;name;initialize;1.0000
amazon-braket-examples/3_distributed_statevector_simulations.py;/qiskit/qiskit.circuit.library.data_preparation.initializer.Initialize;Initialization;name;initialize;1.0000
amazon-braket-examples/Quantum_Amplitude_Amplification.py;/classiq/open_library.functions.amplitude_amplification.amplitude_amplification;Amplitude Amplification;summary;!/usr/bin/env python coding: utf-8 QUANTUM AMPLITUDE AMPLIFICATION In this tutorial, we provide a detailed discussion and implementation of the Quantu...;0.7152
amazon-braket-examples/Using_the_experimental_local_simulator.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000
amazon-braket-examples/Using_the_experimental_local_simulator.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000
amazon-braket-examples/Using_the_experimental_local_simulator.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000
amazon-braket-examples/3_Deep_dive_into_the_anatomy_of_quantum_circuits.py;/pennylane/pennylane.templates.subroutines.gqsp.GQSP;Basis Change;summary;!/usr/bin/env python coding: utf-8 Anatomy of Quantum Circuits and Quantum Tasks in Amazon Braket In[1]: Use Braket SDK Cost Tracking to estimate the ...;0.6507
amazon-braket-examples/3_Deep_dive_into_the_anatomy_of_quantum_circuits.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;summary;!/usr/bin/env python coding: utf-8 Anatomy of Quantum Circuits and Quantum Tasks in Amazon Braket In[1]: Use Braket SDK Cost Tracking to estimate the ...;0.6589
amazon-braket-examples/3_Deep_dive_into_the_anatomy_of_quantum_circuits.py;/qiskit/qiskit.circuit.library.iqp.random_iqp;Circuit Construction Utility;summary;!/usr/bin/env python coding: utf-8 Anatomy of Quantum Circuits and Quantum Tasks in Amazon Braket In[1]: Use Braket SDK Cost Tracking to estimate the ...;0.6560
amazon-braket-examples/IonQ_Native_Gates.py;/classiq/open_library.functions.qft_functions.qft_no_swap;Basis Change;name;qft_no_swap;1.0000
amazon-braket-examples/IonQ_Native_Gates.py;/pennylane/pennylane.templates.subroutines.gqsp.GQSP;Basis Change;summary;!/usr/bin/env python coding: utf-8 IonQ Native Gates In this notebook, we will dive into the details of IonQ's native gates and their functionalities,...;0.6746
amazon-braket-examples/IonQ_Native_Gates.py;/qiskit/qiskit.circuit.library.generalized_gates.pauli.PauliGate;Circuit Construction Utility;summary;!/usr/bin/env python coding: utf-8 IonQ Native Gates In this notebook, we will dive into the details of IonQ's native gates and their functionalities,...;0.6696
amazon-braket-examples/TN1_demo_local_vs_non-local_random_circuits.py;/qiskit/qiskit.circuit.library.generalized_gates.permutation.Permutation;Circuit Construction Utility;name;permutation;1.0000
OpenFermion/fermi_hubbard.py;/qiskit/qiskit.circuit.library.generalized_gates.diagonal.Diagonal;Circuit Construction Utility;name;diagonal;1.0000
qiskit-nature/12_deuteron_binding_energy.py;/qiskit/qiskit.circuit.library.n_local.two_local.TwoLocal;Variational Quantum Algorithm (VQA);name;TwoLocal;1.0000
qiskit-nature/04_excited_states_solvers.py;/pennylane/pennylane.templates.subroutines.qchem.uccsd.UCCSD;Variational Quantum Eigensolver (VQE);name;UCCSD;1.0000
qiskit-nature/03_ground_state_solvers.py;/pennylane/pennylane.templates.subroutines.qchem.uccsd.UCCSD;Variational Quantum Eigensolver (VQE);name;UCCSD;1.0000
qiskit-nature/03_ground_state_solvers.py;/qiskit/qiskit.circuit.library.n_local.two_local.TwoLocal;Variational Quantum Algorithm (VQA);name;TwoLocal;1.0000
ProjectQ/spectral_measurement.py;/qiskit/qiskit.circuit.library.data_preparation.state_preparation.StatePreparation;Initialization;name;StatePreparation;1.0000
ProjectQ/spectral_measurement.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6840
ProjectQ/spectral_measurement.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6876
ProjectQ/mapper_tutorial.py;/pennylane/pennylane.templates.embeddings.qaoaembedding.QAOAEmbedding;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 ProjectQ Mapper Tutorial The aim of this short tutorial is to give an introduction to the ProjectQ mappers. Project...;0.6613
Qualtran/tensor_product.py;/pennylane/pennylane.templates.subroutines.prepselprep.PrepSelPrep;Data Encoding;summary;!/usr/bin/env python coding: utf-8 Tensor Product In[ ]: `TensorProduct` Tensor product of a sequence of block encodings. Builds the block encoding as...;0.6660
Qualtran/Adjoint.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/qubitization_qpe.py;/pennylane/pennylane.templates.subroutines.qubitization.Qubitization;Data Encoding;name;QubitizationQPE;0.9036
Qualtran/qubitization_qpe.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Qubitization Phase Estimation In[ ]: `QubitizationQPE` Heisenberg limited phase estimation circuit for learning eig...;0.7160
Qualtran/qubitization_qpe.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Qubitization Phase Estimation In[ ]: `QubitizationQPE` Heisenberg limited phase estimation circuit for learning eig...;0.6647
Qualtran/always.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/qrom.py;/pennylane/pennylane.templates.subroutines.qrom.QROM;Data Encoding;name;QROM;1.0000
Qualtran/qrom.py;/pennylane/pennylane.templates.state_preparations.qrom_state_prep.QROMStatePreparation;Initialization;summary;!/usr/bin/env python coding: utf-8 QROM Quantum read-only memory. In[ ]: `QROMBase` Interface for Bloqs to load `data[l]` when the selection register ...;0.6509
Qualtran/gf2_square.py;/qiskit/qiskit.circuit.library.arithmetic.quadratic_form.QuadraticFormGate;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 GF($2^m$) Square In[ ]: `GF2Square` In place squaring for elements in GF($2^m$) The bloq implements in-place squari...;0.6702
Qualtran/linear_combination.py;/pennylane/pennylane.templates.subroutines.prepselprep.PrepSelPrep;Data Encoding;summary;!/usr/bin/env python coding: utf-8 Linear Combination In[ ]: `LinearCombination` Linear combination of a sequence of block encodings. Builds the block...;0.6839
Qualtran/kaiser_window_state.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Kaiser Window State for Quantum Phase Estimation In[ ]: `KaiserWindowState` Bloq to prepare a Kaiser window state f...;0.6825
Qualtran/kaiser_window_state.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Kaiser Window State for Quantum Phase Estimation In[ ]: `KaiserWindowState` Bloq to prepare a Kaiser window state f...;0.7101
Qualtran/t_complexity.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/MBUC.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/rsa.py;/pennylane/pennylane.templates.subroutines.arithmetic.mod_exp.ModExp;Quantum Arithmetic;name;ModExp;1.0000
Qualtran/msft_resource_estimator_interop.py;/pennylane/pennylane.templates.subroutines.arithmetic.mod_exp.ModExp;Quantum Arithmetic;name;ModExp;1.0000
Qualtran/state_preparation_via_rotation_tutorial.py;/classiq/open_library.functions.linear_pauli_rotation.linear_pauli_rotations;Data Encoding;summary;"!/usr/bin/env python coding: utf-8 In[ ]: Copyright 2023 Google LLC Licensed under the Apache License, Version 2.0 (the ""License""), you may not use th...";0.6734
Qualtran/state_preparation_via_rotation_tutorial.py;/pennylane/pennylane.templates.embeddings.angle.AngleEmbedding;Data Encoding;summary;"!/usr/bin/env python coding: utf-8 In[ ]: Copyright 2023 Google LLC Licensed under the Apache License, Version 2.0 (the ""License""), you may not use th...";0.6542
Qualtran/state_preparation_via_rotation_tutorial.py;/pennylane/pennylane.templates.subroutines.select_pauli_rot.SelectPauliRot;Circuit Construction Utility;summary;"!/usr/bin/env python coding: utf-8 In[ ]: Copyright 2023 Google LLC Licensed under the Apache License, Version 2.0 (the ""License""), you may not use th...";0.6836
Qualtran/addition.py;/classiq/open_library.functions.modular_exponentiation.qft_space_add_const;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Addition In[ ]: `Add` An n-bit addition gate. This computes `a + b` and stores the result in `b`. Specifically it i...;0.6875
Qualtran/addition.py;/classiq/open_library.functions.modular_exponentiation.cc_modular_add;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Addition In[ ]: `Add` An n-bit addition gate. This computes `a + b` and stores the result in `b`. Specifically it i...;0.6543
Qualtran/addition.py;/classiq/open_library.functions.modular_exponentiation.modular_multiply;N/A;summary;!/usr/bin/env python coding: utf-8 Addition In[ ]: `Add` An n-bit addition gate. This computes `a + b` and stores the result in `b`. Specifically it i...;0.6515
Qualtran/addition.py;/qiskit/qiskit.circuit.library.arithmetic.adders.adder.FullAdderGate;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Addition In[ ]: `Add` An n-bit addition gate. This computes `a + b` and stores the result in `b`. Specifically it i...;0.6681
Qualtran/addition.py;/qiskit/qiskit.circuit.library.arithmetic.adders.draper_qft_adder.DraperQFTAdder;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Addition In[ ]: `Add` An n-bit addition gate. This computes `a + b` and stores the result in `b`. Specifically it i...;0.6993
Qualtran/tensor.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/block_encoding.py;/pennylane/pennylane.templates.subroutines.prepselprep.PrepSelPrep;Data Encoding;summary;!/usr/bin/env python coding: utf-8 Block Encoding Interface High level bloqs for defining bloq encodings and operations on block encodings. In[ ]: `Bl...;0.7225
Qualtran/gf2_addition.py;/qiskit/qiskit.circuit.library.arithmetic.adders.draper_qft_adder.DraperQFTAdder;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 GF($2^m$) Addition In[ ]: `GF2Addition` In place addition over GF($2^m$). The bloq implements in place addition of ...;0.6830
Qualtran/trotter_costs.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/permutation.py;/qiskit/qiskit.circuit.library.generalized_gates.permutation.Permutation;Circuit Construction Utility;name;Permutation;1.0000
Qualtran/ui-export.py;/pennylane/pennylane.templates.subroutines.arithmetic.mod_exp.ModExp;Quantum Arithmetic;name;ModExp;1.0000
Qualtran/cirq_interop.py;/pennylane/pennylane.templates.subroutines.arithmetic.mod_exp.ModExp;Quantum Arithmetic;name;ModExp;1.0000
Qualtran/factoring-via-modexp.py;/pennylane/pennylane.templates.subroutines.arithmetic.mod_exp.ModExp;Quantum Arithmetic;name;ModExp;1.0000
Qualtran/generalized_qsp.py;/classiq/open_library.functions.qsvt.qsvt;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 Generalized Quantum Signal Processing In[ ]: `GeneralizedQSP` Applies a QSP polynomial $P$ to a unitary $U$ to obta...;0.6863
Qualtran/generalized_qsp.py;/classiq/open_library.functions.qsvt.qsvt_lcu;Quantum Singular Value Transformation;summary;!/usr/bin/env python coding: utf-8 Generalized Quantum Signal Processing In[ ]: `GeneralizedQSP` Applies a QSP polynomial $P$ to a unitary $U$ to obta...;0.6949
Qualtran/generalized_qsp.py;/classiq/open_library.functions.qsvt.gqsp;N/A;summary;!/usr/bin/env python coding: utf-8 Generalized Quantum Signal Processing In[ ]: `GeneralizedQSP` Applies a QSP polynomial $P$ to a unitary $U$ to obta...;0.7807
Qualtran/generalized_qsp.py;/pennylane/pennylane.templates.subroutines.gqsp.GQSP;Basis Change;summary;!/usr/bin/env python coding: utf-8 Generalized Quantum Signal Processing In[ ]: `GeneralizedQSP` Applies a QSP polynomial $P$ to a unitary $U$ to obta...;0.6677
Qualtran/call_graph.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/swap_network.py;/classiq/open_library.functions.modular_exponentiation.multiswap;Circuit Construction Utility;summary;!/usr/bin/env python coding: utf-8 Swap Networks Functionality for moving data between registers (swapping). In[ ]: `CSwapApprox` Approximately implem...;0.6816
Qualtran/unary_iteration.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/qft_text_book.py;/classiq/open_library.functions.qft_functions.qft_no_swap;Basis Change;summary;!/usr/bin/env python coding: utf-8 Textbook QFT In[ ]: `QFTTextBook` Standard Quantum Fourier Transform from Nielsen and Chuang Performs the QFT on a ...;0.7427
Qualtran/qft_text_book.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;summary;!/usr/bin/env python coding: utf-8 Textbook QFT In[ ]: `QFTTextBook` Standard Quantum Fourier Transform from Nielsen and Chuang Performs the QFT on a ...;0.7259
Qualtran/qft_text_book.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;summary;!/usr/bin/env python coding: utf-8 Textbook QFT In[ ]: `QFTTextBook` Standard Quantum Fourier Transform from Nielsen and Chuang Performs the QFT on a ...;0.6530
Qualtran/qft_text_book.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFTGate;Basis Change;summary;!/usr/bin/env python coding: utf-8 Textbook QFT In[ ]: `QFTTextBook` Standard Quantum Fourier Transform from Nielsen and Chuang Performs the QFT on a ...;0.6564
Qualtran/and_bloq.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/rotation.py;/pennylane/pennylane.templates.subroutines.select_pauli_rot.SelectPauliRot;Circuit Construction Utility;summary;!/usr/bin/env python coding: utf-8 Basic Rotation Gates Single-qubit rotation gates. A single qubit's state can be mapped to the Bloch sphere. Rotatio...;0.6931
Qualtran/rotation.py;/qiskit/qiskit.circuit.library.arithmetic.polynomial_pauli_rotations.PolynomialPauliRotationsGate;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Basic Rotation Gates Single-qubit rotation gates. A single qubit's state can be mapped to the Bloch sphere. Rotatio...;0.6751
Qualtran/identity.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AndGate;Quantum Logical Operators;summary;!/usr/bin/env python coding: utf-8 Identity Gate In[ ]: `Identity` The identity gate on `n` qubits. Parameters - `bitsize`: number of qubits `n`, defa...;0.6527
Qualtran/1-wiring-up.py;/classiq/open_library.functions.modular_exponentiation.c_modular_multiply;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Writing a quantum program 1: wiring up Qualtran lets you write quantum programs and subroutines by composing lower-...;0.6883
Qualtran/t_complexity_of_comparison_gates.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000
Qualtran/qft_phase_gradient.py;/classiq/open_library.functions.qft_functions.qft_no_swap;Basis Change;summary;!/usr/bin/env python coding: utf-8 Phase Gradient QFT In[ ]: `QFTPhaseGradient` QFT implemented using coherent addition into a phase gradient register...;0.6622
Qualtran/qft_phase_gradient.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;summary;!/usr/bin/env python coding: utf-8 Phase Gradient QFT In[ ]: `QFTPhaseGradient` QFT implemented using coherent addition into a phase gradient register...;0.6688
Qualtran/2-bloqs.py;/classiq/open_library.functions.modular_exponentiation.c_modular_multiply;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Writing a quantum program 2: bloq properties Qualtran lets you write quantum programs and subroutines by composing ...;0.6620
Qualtran/Bloqs-Tutorial.py;/pennylane/pennylane.templates.subroutines.arithmetic.mod_exp.ModExp;Quantum Arithmetic;name;ModExp;1.0000
Qualtran/phase_estimation_of_quantum_walk.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000
Qualtran/phase_estimation_of_quantum_walk.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000
Qualtran/phase_estimation_of_quantum_walk.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000
Qualtran/text_book_qpe.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Textbook Quantum Phase Estimation In[ ]: `TextbookQPE` Phase Estimation algorithm as presented in Chapter 5.2 of Ne...;0.7193
Qualtran/text_book_qpe.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Textbook Quantum Phase Estimation In[ ]: `TextbookQPE` Phase Estimation algorithm as presented in Chapter 5.2 of Ne...;0.7210
Qualtran/controlled_addition.py;/classiq/open_library.functions.modular_exponentiation.qft_space_add_const;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Controlled Addition In[ ]: `CAdd` An n-bit controlled-addition gate. This uses $n$ `And` gates plus an uncontrolled...;0.6661
Qualtran/controlled_addition.py;/classiq/open_library.functions.modular_exponentiation.c_modular_multiply;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Controlled Addition In[ ]: `CAdd` An n-bit controlled-addition gate. This uses $n$ `And` gates plus an uncontrolled...;0.6525
Qualtran/controlled_addition.py;/qiskit/qiskit.circuit.library.arithmetic.adders.cdkm_ripple_carry_adder.CDKMRippleCarryAdder;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Controlled Addition In[ ]: `CAdd` An n-bit controlled-addition gate. This uses $n$ `And` gates plus an uncontrolled...;0.6550
Qualtran/controlled_addition.py;/qiskit/qiskit.circuit.library.arithmetic.adders.draper_qft_adder.DraperQFTAdder;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Controlled Addition In[ ]: `CAdd` An n-bit controlled-addition gate. This uses $n$ `And` gates plus an uncontrolled...;0.7032
Qualtran/gf2_multiplication.py;/qiskit/qiskit.circuit.library.arithmetic.multipliers.rg_qft_multiplier.RGQFTMultiplier;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 GF($2^m$) Multiplication In[ ]: `GF2Multiplication` Out of place multiplication over GF($2^m$). The bloq implements...;0.6500
classiq-library/vlasov_ampere.py;/classiq/open_library.functions.qsvt.qsvt_inversion;Quantum Singular Value Transformation;name;qsvt_inversion;1.0000
classiq-library/vlasov_ampere.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000
classiq-library/vlasov_ampere.py;/classiq/open_library.functions.lcu.lcu;Linear Combination of Unitaries;name;lcu;1.0000
classiq-library/vlasov_ampere.py;/classiq/open_library.functions.utility_functions.apply_to_all;Circuit Construction Utility;name;apply_to_all;1.0000
classiq-library/vehicle_routing_problem.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000
classiq-library/vehicle_routing_problem.py;/classiq/open_library.functions.utility_functions.apply_to_all;Circuit Construction Utility;name;apply_to_all;1.0000
classiq-library/linear_combination_of_unitaries.py;/classiq/open_library.functions.utility_functions.apply_to_all;Circuit Construction Utility;name;apply_to_all;1.0000
classiq-library/linear_combination_of_unitaries.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000
classiq-library/linear_combination_of_unitaries.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000
classiq-library/linear_combination_of_unitaries.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000
classiq-library/linear_combination_of_unitaries.py;/pennylane/pennylane.templates.subroutines.select.Select;Dynamic Circuit;name;select;1.0000
classiq-library/linear_combination_of_unitaries.py;/classiq/open_library.functions.lcu.lcu;Linear Combination of Unitaries;summary;!/usr/bin/env python coding: utf-8 Linear Combination of Unitaries (LCU) Quantum computing is based on the principles of quantum mechanics, which incl...;0.6829
classiq-library/hadamard_test.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000
classiq-library/hadamard_test.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000
classiq-library/hadamard_test.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000
classiq-library/qft.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000
classiq-library/qft.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000
classiq-library/qft.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000
classiq-library/qft.py;/classiq/open_library.functions.qft_functions.qft_no_swap;Basis Change;summary;!/usr/bin/env python coding: utf-8 Quantum Fourier Transform The quantum Fourier transform (QFT) function is the quantum analog for discrete Fourier t...;0.6635
classiq-library/qft.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;summary;!/usr/bin/env python coding: utf-8 Quantum Fourier Transform The quantum Fourier transform (QFT) function is the quantum analog for discrete Fourier t...;0.7352
classiq-library/prepare_exponential_state.py;/classiq/open_library.functions.state_preparation.prepare_exponential_state;Initialization;name;prepare_exponential_state;1.0000
classiq-library/algo_design_QCE_tutorial_part_I.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000
classiq-library/algo_design_QCE_tutorial_part_I.py;/classiq/open_library.functions.state_preparation.prepare_bell_state;Creating Entanglement;name;create_bell_state;0.9017
classiq-library/algo_design_QCE_tutorial_part_I.py;/classiq/open_library.functions.grover.phase_oracle;Oracle;name;phase_oracle;1.0000
classiq-library/algo_design_QCE_tutorial_part_I.py;/classiq/open_library.functions.state_preparation.prepare_ghz_state;Creating Entanglement;name;create_ghz_state;0.9225
classiq-library/algo_design_QCE_tutorial_part_I.py;/classiq/open_library.functions.grover.grover_operator;Amplitude Amplification;name;grover_operator;1.0000
classiq-library/algo_design_QCE_tutorial_part_I.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000
classiq-library/algo_design_QCE_tutorial_part_I.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000
classiq-library/algo_design_QCE_tutorial_part_I.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000
classiq-library/qsvt_matrix_inversion.py;/classiq/open_library.functions.qsvt.qsvt_inversion;Quantum Singular Value Transformation;name;qsvt_inversion;1.0000
classiq-library/qsvt_matrix_inversion.py;/classiq/open_library.functions.qsvt.qsvt;Domain Specific Application;summary;"!/usr/bin/env python coding: utf-8 Matrix Inversion with Quantum Singular Value Transform (QSVT) <blockquote style=""background:rgba(59,130,246,.08),bo...";0.7524
classiq-library/qsvt_matrix_inversion.py;/classiq/open_library.functions.qsvt.qsvt_inversion;Quantum Singular Value Transformation;summary;"!/usr/bin/env python coding: utf-8 Matrix Inversion with Quantum Singular Value Transform (QSVT) <blockquote style=""background:rgba(59,130,246,.08),bo...";0.7435
classiq-library/qmc_user_defined.py;/classiq/open_library.functions.linear_pauli_rotation.linear_pauli_rotations;Data Encoding;name;linear_pauli_rotations;1.0000
